,Author,Book,Filename,Year
820,Jane Ellen Harrison,Ancient Art and Ritual,b'17087-0.txt',1800
9989,Henry Beam Piper,Last Enemy,b'18800.txt',1950
7534,Edward Thomas,George Borrow,b'18588.txt',1912
6689,Elizabeth Miller,The City of Delight,b'15953-8.txt',1908
5045,H. G. Wells,The Invisible Man,b'5230.txt',1897
2451,Charles Kingsley,David,b'10326.txt',1865
5820,Kate Douglas Wiggin,The Flag-raising,b'2315.txt',1902
6852,Elinor Macartney Lane,Katrine,b'14263-8.txt',1909
2598,Bahá'u'lláh,The Summons of the Lord of Hosts,b'17309-8.txt',1868
8440,Hulbert Footner,The Fur Bringers,b'16289-8.txt',1916
5026,Charles Whibley,A Book of Scoundrels,b'1632-8.txt',1897
5031,Frances Hodgson Burnett,His Grace of Osmonde,b'15651-8.txt',1897
8202,Irvin S. Cobb,"""Speaking of Operations--""",b'1890.txt',1915
4697,Howard Pyle,Twilight Land,b'1751.txt',1894
2971,Mrs. E. E. Boyd,'Our guy',b'27161.txt',1875
5583,W. G. Collingwood,The Life of John Ruskin,b'13076-8.txt',1900
10121,Bahaâi International Community,The Prosperity of Humankind,b'19283-0.txt',1995
6113,Cynewulf,The Elene of Cynewulf,b'14781-8.txt',1904
3559,Various,"Slave Narratives, Oklahoma",b'20785-8.txt',1883
6556,Ellen Terry,The Story of My Life,b'12326-8.txt',1907
1255,George Borrow,Targum,b'12510.txt',1835
703,William Minto,Daniel Defoe,b'14892-8.txt',1786
9796,Margaret Sanger,The Pivot of Civilization,b'1689.txt',1922
7554,George Ade,Knocking the Neighbors,b'19829.txt',1912
2906,George MacDonald,Hope of the Gospel,b'14453-8.txt',1874
1677,Various,Notes & Queries 1850.01.12,b'11653-8.txt',1850
9413,Various,"Punch, or the London Charivari, Vol. 159, August 4th, 1920",b'16628-8.txt',1920
937,Jane West,"The Loyalists, Vol. 1-3",b'19458-8.txt',1812
6883,Guy de Maupassant,"The Works of Guy de Maupassant, Volume IV (of 8)",b'17377-8.txt',1909
6600,Margaret Ball,Sir Walter Scott as a Critic of Literature,b'16715-8.txt',1907
5582,Voltaire,Voltaire's Philosophical Dictionary,b'18569-8.txt',1900
7673,Vaughan Kester,The Just and the Unjust,b'14581-8.txt',1912
9300,George Weston,Mary Minds Her Business,b'13034-8.txt',1920
6925,L. Frank Baum,The Road to Oz,b'485.txt',1909
10128,Cory Doctorow,Return to Pleasure Island,b'17027.txt',1999
7732,Editor-in-Chief: Kuno Francke,"The German Classics of The Nineteenth and Twentieth Centuries,",b'11123-8.txt',1913
6646,William Hurrell Mallock,A Critical Examination of Socialism,b'17416-8.txt',1907
5189,H. Rider Haggard,Swallow,b'4074-8.txt',1898
1248,Walter Scott,The Journal of Sir Walter Scott,b'14860-0.txt',1834
6927,Lady Sarah Wilson,South African Memories,b'14466-8.txt',1909
5613,Andrew Lang,The Disentanglers,b'17031.txt',1901
8453,James Lane Allen,A Cathedral Singer,b'15385.txt',1916
5527,Lilian Bell,As Seen By Me,b'12416-8.txt',1900
5481,G.J. Whyte-Melville,"M. or N. ""Similia similibus curantur.""",b'11085-8.txt',1900
1925,Charles Kingsley,Westward Ho!,b'1860.txt',1855
9273,Edith Ballinger Price,Us and the Bottleman,b'12681.txt',1920
2125,"Alfred, Lord Tennyson",Idylls of the King,b'610.txt',1859
10015,Carey Rockwell and Louis Glanzman,Treachery in Outer Space,b'18786.txt',1954
7420,Josephine Preston Peabody,The Singing Man,b'14531-8.txt',1911
1615,William Carleton,"The Black Baronet; or, The Chronicles Of Ballytrain",b'16003.txt',1849
8570,Algernon Charles Swinburne,Poems and Ballads (Third Series),b'18726.txt',1917
10127,Fredric Lozo,Sequential Problem Solving,b'16547.txt',1998
7449,Robert Hugh Benson,None Other Gods,b'17627-8.txt',1911
4898,E. Irenaeus Stevenson,The Square of Sevens,b'19687-8.txt',1896
780,Frederich Schiller,The Camp of Wallenstein,b'6785.txt',1798
1236,Edward Bulwer-Lytton,The Pilgrims Of The Rhine,b'8206.txt',1834
1534,Charles Michael Baggs,The Ceremonies of the Holy-Week at Rome,b'15172-8.txt',1846
4775,Gaston Camille Charles Maspero,Manual Of Egyptian Archaeology And Guide To The Study Of Antiquities In Egypt,b'14400-8.txt',1895
6033,Winston Churchill,"A Far Country, Book 3",b'3738.txt',1903
2345,Various,"The Atlantic Monthly, Vol. 12, No. 74, December, 1863",b'15913-8.txt',1863
2233,George William Curtis,Trumps,b'15498-8.txt',1861
7826,Louis A. Flemming,Putnam's Word Book,b'13188-0.txt',1913
508,Isaac Watts,The Psalms of David,b'13166.txt',1741
374,William Dampier,A Voyage to New Holland,b'15675.txt',1699
486,Martin Luther,The Small Catechism of Martin Luther,b'1670.txt',1729
9165,Theodore Roosevelt,Letters to His Children,b'6467.txt',1919
2165,Yajnavalkya,Hindu Law and Judicature,b'21918.txt',1859
2631,Edwin Arlington Robinson,The Children of the Night,b'313.txt',1869
1586,Dr. John Scudder,"Dr. Scudder's Tales for Little Readers, About the Heathen.",b'13539-8.txt',1849
3548,Various,"The Mirror of Literature, Amusement, and Instruction, No. 574",b'14010-8.txt',1883
10041,Norman F. Langford,The King Nobody Wanted,b'19087.txt',1958
8992,Albert F. Siepert,Bird Houses Boys Can Build,b'25990.txt',1919
2334,Oliver Optic,The Birthday Party,b'21901.txt',1863
9272,Edith Ballinger Price,The Happy Venture,b'11216-8.txt',1920
9688,E. Phillips Oppenheim,The Great Prince Shan,b'13123-8.txt',1922
2597,B. Perez Galdos,Dona Perfecta,b'2462-8.txt',1868
6328,Lady I. A. Gregory,Three Wonder Plays,b'14588-8.txt',1905
1480,Various,"Blackwood's Edinburgh Magazine--Vol. 54, No. 333, July 1843",b'14413-8.txt',1843
6295,Harold Bindloss,Alton of Somasco,b'14261.txt',1905
293,Samuel Pepys,"Diary of Samuel Pepys, April 1966/67",b'4175.txt',1667
8672,Irving Bacheller,The Light in the Clearing,b'14150-8.txt',1917
6433,Francis Lynde,The Quickening,b'17357-8.txt',1906
6637,W. Somerset Maugham,The Explorer,b'27198-8.txt',1907
343,William Shakespeare,The Winter's Tale,b'1539-8.txt',1687
8568,Algernon Charles Swinburne,Songs of the Springtides and Birthday Ode,b'18287-8.txt',1917
2078,Anonymous,Vaughan's Vegetable Cook Book (4th edition),b'19775.txt',1858
8426,Harry Lauder,A Minstrel In France,b'11211.txt',1916
7698,Arthur Quiller-Couch,On the Art of Writing,b'17470-8.txt',1913
6409,Cy Warman,The Last Spike,b'17572-8.txt',1906
4612,"Oliver Wendell Holmes, Sr.","The Poetical Works of Oliver Wendell Holmes, Vol. 1",b'7388.txt',1893
1128,Thomas Frognall  Dibdin,"A Bibliographical, Antiquarian and Picturesque Tour in France and Germany, Volume One",b'16224-8.txt',1829
4188,Josiah Allen's Wife (Marietta Holley),"Samantha Among the Brethren, Part 3.",b'9445.txt',1890
1080,Izaak Walton,"Lives of John Donne, Henry Wotton, Rich'd Hooker, George Herbert,",b'13139-8.txt',1825
1962,Alfred Crowquill,The Giant Hands,b'10816.txt',1856
8133,Carter Godwin Woodson,The Education Of The Negro Prior To 1861,b'11089-8.txt',1915
8965,US Government,The Rural Motor Express,b'19799.txt',1918
956,Gabriel Franchere,"Narrative of a Voyage to the Northwest Coast of America in the years 1811, 1812, 1813, and 1814 or the First American Settlement on the Pacific",b'15911-8.txt',1813
8400,Eva Shaw McLaren,Elsie Inglis,b'18530-8.txt',1916
647,Samuel Johnson,"Notes to Shakespeare, Volume III: The Tragedies",b'15566-8.txt',1778
3815,Various,A Child's Anti-Slavery Book,b'10464.txt',1886
1108,William Patton,"The National Preacher, Vol. 2. No. 6., Nov. 1827",b'18329-8.txt',1827
8592,B. M. Bower,The Lookout Man,b'15625.txt',1917
1264,American Anti-Slavery Society,"The Anti-Slavery Examiner, Omnibus",b'11275-8.txt',1836
4731,Various,"Punch, or the London Charivari, Volume 107, September 15, 1894",b'45675-8.txt',1894
761,,,b'37.txt',1795
7187,Helen Keller,The Song of the Stone Wall,b'12093-8.txt',1910
3252,Charles Dudley Warner,Certain Diversities of American Life,b'3111.txt',1880
6955,R. Norman Grisewood,Zarlah the Martian,b'13423-8.txt',1909
6938,Mary J. Holmes,Tempest and Sunshine,b'17260-0.txt',1909
704,John Hunter,An Historical Journal of the Transactions at Port Jackson and Norfolk Island,b'15662-8.txt',1787
6387,Anne Warner,Susan Clegg and Her Neighbors' Affairs,b'18987-8.txt',1906
6877,Gertrude Weld Arnold,A Mother's List of Books for Children,b'19157-8.txt',1909
1573,James Russell Lowell,The Vision of Sir Launfal,b'17119-8.txt',1848
5055,Isabel Hornibrook,Camp and Trail,b'13946-8.txt',1897
2499,Bahá'u'lláh,The Kitáb-i-Íqán,b'16983-8.txt',1866
2206,Marc Monnier,The Wonders of Pompeii,b'17290-0.txt',1860
1656,Mrs. Colman,The Pearl Story Book,b'11333.txt',1850
1125,Honore de Balzac,Analytical Studies,b'16206.txt',1829
5299,Edward A. Johnson,"History of Negro Soldiers in the Spanish-American War, and Other Items of Interest",b'11102-8.txt',1899
5323,Gilbert Parker,Parables Of A Province,b'6242.txt',1899
9060,George C. Shedd,The Iron Furrow,b'17088-8.txt',1919
2062,Anonymous,The Traveling Engineers' Association,b'17783.txt',1858
1853,W. M. Thackeray,"The History of Henry Esmond, Esq.",b'2511.txt',1852
6732,Jack London,Martin Eden,b'1056.txt',1908
9637,Zane Grey,To the Last Man,b'2070.txt',1921
4355,Various,"Punch, Or The London Charivari, Vol. 100, April 4, 1891",b'13297-8.txt',1891
1671,Unknown,Happy Little Edward,b'10779.txt',1850
5822,Leander Sylvester Keyser,Birds of the Rockies,b'25973-8.txt',1902
1103,Edward Bulwer-Lytton,"Falkland, Complete",b'7761.txt',1827
1567,Charles Kingsley,The Saint's Tragedy,b'11346.txt',1848
5501,Horatio Alger,Adrift in New York,b'18581.txt',1900
763,Erasmus Darwin,"Zoonomia, Vol. I",b'15707-8.txt',1796
3996,Horatio Alger,The Errand Boy,b'462.txt',1888
3739,Albert Venn Dicey,England's Case Against Home Rule,b'14886-8.txt',1886
5836,Mrs. A. Murray Smith,Westminster Abbey,b'21672-8.txt',1902
7299,William Le Queux,The House of Whispers,b'10718-8.txt',1910
4143,E. Lynn Linton,About Ireland,b'13109-8.txt',1890
1501,Paul Leicester Ford,Wanted--A Match Maker,b'14211.txt',1844
294,Samuel Pepys,"Diary of Samuel Pepys, May 1667",b'4176.txt',1667
500,Bernardin de Saint Pierre,Paul and Virginia,b'2127.txt',1737
9407,Various,"Punch, or the London Charivari, Volume 158, February 11, 1920",b'16394-8.txt',1920
9000,Archie S. Milton and Otto K. Wohlers,A Course In Wood Turning,b'15460-8.txt',1919
5307,Emil Frommel,Eingeschneit,b'21917-0.txt',1899
5634,E. F. (Edward Francis) Harkins,Little Pilgrimages Among the Men Who Have Written Famous Books,b'45610-8.txt',1901
7207,James Baikie,The Sea-Kings of Crete,b'19328-8.txt',1910
3288,John Habberton,Romance of California Life,b'13832-8.txt',1880
2662,Thomas Wentworth Higginson,Malbone,b'993.txt',1869
1123,Honore de Balzac,The Magic Skin,b'1307.txt',1829
8636,Frank  Swinnerton,Nocturne,b'15177-8.txt',1917
6730,Inazo Nitobé,"Bushido, the Soul of Japan",b'12096-8.txt',1908
680,Madame Campan,"The Memoirs of Marie Antoinette, Queen Of France, Volume 1",b'3884.txt',1785
4895,Dugald Butler and Herbert Story,Scottish Cathedrals and Abbeys,b'21688-8.txt',1896
9525,Honoré Willsie Morrow,The Enchanted Canyon,b'16889-8.txt',1921
6087,Andy Adams,A Texas Matchmaker,b'12919-8.txt',1904
3821,Various,"The World's Greatest Books, Vol X",b'12572-8.txt',1886
6502,Watson Smith,The Chemistry of Hat Manufacturing,b'17740-8.txt',1906
3748,Arthur Schopenhauer,Counsels and Maxims,b'10715-8.txt',1886
8304,William Diller Matthew,Dinosaurs,b'19302-8.txt',1915
7233,Joseph Spillman,The Shipwreck,b'18399.txt',1910
9585,Parker Fillmore,The Laughing Prince,b'19713.txt',1921
3462,O. P. Fitzgerald,"California Sketches, Second Series",b'12564.txt',1883
162,Samuel Ward,"A Coal From The Altar, To Kindle The Holy Fire of Zeale",b'16423-8.txt',1615
1802,Edward Bulwer-Lytton,"Devereux, Complete",b'7630.txt',1852
4667,Bliss Carman and Richard Hovey,More Songs From Vagabondia,b'18007-8.txt',1894
9108,Joseph A. Altsheler,The Lords of the Wild,b'11961-8.txt',1919
7349,Frank Fox,Peeps At Many Lands: Australia,b'25976-8.txt',1911
4673,Charles Dickens,Tom Tiddler's Ground,b'1413.txt',1894
839,Thomas Babington Macaulay,Lays of Ancient Rome,b'847-8.txt',1800
8541,Stephen Leacock,Further Foolishness,b'11504.txt',1916
2090,"Elizabeth Gaskell, et al.",Victorian Short Stories,b'15252-8.txt',1858
3301,Mark Twain (Samuel Clemens),"Roughing It, Part 3.",b'8584.txt',1880
3414,Margaret O. (Wilson) Oliphant,The Little Pilgrim: Further Experiences.,b'10051.txt',1882
8718,Ralph Henry Barbour,The Adventure Club Afloat,b'13897.txt',1917
4975,Sir Arthur Thomas Quiller-Couch,Adventures in Criticism,b'17452-0.txt',1896
8834,C. Houston Goudiss and Alberta M. Goudiss,Foods That Will Win The War And How To Cook Them (1918),b'15464-8.txt',1918
5306,Ellsworth Douglass,Pharaoh's Broker,b'25295-8.txt',1899
9857,Gaius Glenn Atkins,Modern Religious Cults and Movements,b'19051-8.txt',1923
4970,Richard Le Gallienne,Prose Fancies (Second Series),b'14103-8.txt',1896
224,John Evelyn,An Apologie for the Royal Party (1659); and A Panegyric to Charles the Second (1661),b'17833-8.txt',1659
1948,Owen Wister,Padre Ignacio,b'1388.txt',1855
5683,Jack London,The God of His Fathers,b'1655.txt',1901
6512,A. E. W. Mason,Running Water,b'12891-8.txt',1907
1133,Alfred de Vigny,"Cinq Mars, Complete",b'3953.txt',1830
388,Ben Jonson,"Volpone; Or, The Fox",b'4039.txt',1709
9823,Selig Perlman,A History of Trade Unionism in the United States,b'14458-8.txt',1922
4995,William Milligan Sloane,The Life of Napoleon Bonaparte,b'27289-8.txt',1896
4440,Gilbert Parker,"The Trespasser, Complete",b'6222.txt',1892
10083,Wolfram Eberhard,"A history of China., [3d ed. rev. and enl.]",b'17695-0.txt',1969
859,Honore de Balzac,Albert Savarus,b'1898.txt',1802
6477,Mrs. Henry De La Pasture,Peter's Mother,b'10452-8.txt',1906
5204,Jacob A. Regester,The Worship of the Church,b'26136-8.txt',1898
8619,Edgar A. Guest,Just Folks,b'941.txt',1917
8532,Robert Louis Stevenson,The Waif Woman,b'19750.txt',1916
1237,"Horatio Alger, Jr.",Paul the Peddler,b'659.txt',1834
3623,Mrs. Humphry Ward,Miss Bretherton,b'13432-8.txt',1884
6878,Gilbert K. Chesterton,George Bernard Shaw,b'19535-8.txt',1909
3433,F. Marion Crawford,"Doctor Claudius, A True Story",b'15223-8.txt',1883
5571,Stewart White,Gold,b'30826-8.txt',1900
7249,Mary Alice Walton,Poems,b'14871.txt',1910
2775,Andrew Learmont Spedon,The Black-Sealed Letter,b'18514-8.txt',1872
450,Jacques Casanova de Seingalt,To Paris And Prison: The False Nun,b'2959.txt',1725
5903,Cyrus Townsend Brady,A Little Traitor to the South,b'21681-8.txt',1903
6154,Jerome K. Jerome,Clocks,b'855.txt',1904
1427,Various,"Punch, or the London Charivari, Vol. 1, November 13, 1841",b'14936-8.txt',1841
9911,Ambrose Newcomb,The Sky Pilot's Great Chase,b'45629.txt',1930
6377,A. Russell (Alexander Russell) Bond,The Scientific American Boy,b'15831.txt',1906
1875,Oliver Goldsmith,An Elegy on the Glory of Her Sex,b'17117.txt',1853
6712,Goldwin Smith,No Refuge but in Truth,b'19567.txt',1908
3983,Frances Hodgson Burnett,Little Saint Elizabeth and Other Stories ,b'10466-8.txt',1888
2642,John Ruskin,The Queen of the Air,b'12641-8.txt',1869
8631,Florence L. Barclay,The White Ladies of Worcester,b'16368-8.txt',1917
9315,Ian Hamilton,"Gallipoli Diary,  Volume I",b'19317-8.txt',1920
6594,Kate Douglas Wiggin,The Old Peabody Pew,b'1902.txt',1907
1435,Various,"The Prairie Farmer, Vol. 56, No. 2, January 12, 1884",b'17683-8.txt',1841
158,Miguel de Cervantes Saavedra,"The History of Don Quixote, Vol. II., Part 40",b'5943.txt',1615
1706,Various,"International Weekly Miscellany, Vol. I, No. 6",b'13643-8.txt',1850
7961,Harold Bindloss,The Intriguers,b'14406.txt',1914
8912,"Magnay, William",The Hunt Ball Mystery,b'10029-8.txt',1918
7344,Fergus Hume,Red Money,b'15356-8.txt',1911
8514,Mrs. Humphry Ward,Lady Connie,b'13501-8.txt',1916
5206,James Baldwin,"Four Great Americans: Washington, Franklin, Webster, Lincoln",b'11174-8.txt',1898
7454,Rosalie V. Halsey,Forgotten Books of the American Nursery,b'17857-8.txt',1911
4492,Various,"Punch, Or The London Charivari, Vol. 102, February 27, 1892",b'14344-8.txt',1892
6834,Beatrix Potter,The Tale of Ginger and Pickles,b'14877-8.txt',1909
9714,Ettie A. Rout,Safe Marriage,b'16135-8.txt',1922
97,Francesco Colonna,Hypnerotomachia,b'18459-0.txt',1592
2550,Petroleum V. Nasby,Swingin Round the Cirkle.,b'17228-8.txt',1866
6851,Elinor Glyn,Elizabeth Visits America,b'11900-8.txt',1909
7386,H. Rider Haggard,The Mahatma and the Hare,b'2764-8.txt',1911
5063,John Kendrick Bangs,The Pursuit of the House-Boat,b'16097-8.txt',1897
1791,Various,"Blackwood's Edinburgh Magazine, Volume 69, No. 423, January 1851",b'45694-8.txt',1851
3220,Robert Louis Stevenson,Travels with a Donkey in the Cevennes,b'535.txt',1879
4790,Henry Van Dyke,The Story of the Other Wise Man,b'16291.txt',1895
7047,W.W. Jacobs,Back to Back,b'12151.txt',1909
3334,Various,The Most Ancient Lives of Saint Patrick,b'18482-8.txt',1880
971,Mrs. E. D. E. N. Southworth,The Missing Bride,b'14382-8.txt',1814
9309,Harold J. Laski,Political Thought in England from Locke to Bentham,b'14735-8.txt',1920
9766,James M. Beck,The Constitution of the United States,b'10065-8.txt',1922
3311,R. D. Blackmore,Mary Anerley,b'6824.txt',1880
362,Edmund Spenser,The Faerie Queene Volume 1,b'6930.txt',1693
9677,Clive Bell,Since Cezanne,b'13395.txt',1922
8664,Homer Greene,The Flag,b'25188-8.txt',1917
1744,Anonymous,The Story of Jack and the Giants,b'15621.txt',1851
3131,Charles Kingsley,True Words for Brave Men,b'20138.txt',1878
5082,Old Sleuth (Harlan P. Halsey),A Desperate Chance,b'10690.txt',1897
8338,'Abdu'l-Bahá,'Abdu'l-Bahá in London,b'19250-8.txt',1916
7019,W.W. Jacobs,The Madness of Mr. Lister,b'11189.txt',1909
2923,Mir Amman of Dihli,"Bagh O Bahar, Or Tales of the Four Darweshes",b'12370-8.txt',1874
7357,G. Harvey Ralphson,Boy Scouts in the Canal Zone,b'26540.txt',1911
8197,Herbert Carter,The Boy Scouts Along the Susquehanna,b'45667-8.txt',1915
1935,Jacob Abbott,Rollo in Scotland,b'25174-8.txt',1855
6516,Algernon Blackwood,The Willows,b'11438.txt',1907
4006,John Addington Symonds,"Renaissance in Italy, Volume 1 (of 7)",b'15400-8.txt',1888
5049,Henry Edward Krehbiel,"How to Listen to Music, 7th ed.",b'17474-8.txt',1897
5592,William Henry Frost,Fairies and Folk of Ireland,b'18824-8.txt',1900
4491,Various,"Punch, Or The London Charivari, Vol. 102, February 6, 1892",b'14341-8.txt',1892
5890,Candace Wheeler,Principles of Home Decoration,b'14302-8.txt',1903
7102,Algernon Blackwood,The Human Chord,b'11988-8.txt',1910
3979,Douglass Sherley,Love Instigated,b'19122-8.txt',1888
7319,Charles Dack,Weather and Folk Lore of Peterborough and District,b'17269-8.txt',1911
6225,William Allen Knight,The Song of our Syrian Guest,b'12615.txt',1904
8743,Various,"Punch, or the London Charivari, Vol. 153, Sept. 12, 1917",b'10594-8.txt',1917
5373,Mary E. Wilkins Freeman,Evelina's Garden,b'17891.txt',1899
2994,Bernard Christian Steiner,The History Of University Education In Maryland,b'12138-8.txt',1876
99,R. G.,The Third And Last Part Of Conny-Catching. (1592),b'14462.txt',1592
6315,James Weir,Religion and Lust,b'26071-0.txt',1905
504,,,b'35.txt',1738
6043,Winston Churchill,"The Inside of the Cup, Volume 4",b'5359.txt',1903
3440,George Rawlinson,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2. (of 7): Assyria",b'16162-8.txt',1883
6397,C. N. Williamson and A. M. Williamson,Rosemary,b'17743-8.txt',1906
1224,David Livingstone,Missionary Travels and Researches in South Africa,b'1039.txt',1833
1485,Alexander Clark Bullitt,"Rambles in the Mammoth Cave, during the Year 1844",b'16220-8.txt',1844
